fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,64,Limitations of machine the instrument.,809,813,5,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,65,Yeah.,813,813,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,66,"No, I don't think you're instrumentation limitations just work low limitations.",814,820,11,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,67,Okay. Alright. What impact does it have on your workflow on your processes?,821,828,13,Angry,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,68,But if you need to stop what you're doing and go into a different menu to do another test that's it definite workflow change.,828,837,24,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,69,"Alright. And then on the parameters list, which of these do you use?",838,844,13,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,70,"The ID number? They started using the RET, eh, but not the IP. Okay, I don't think the report we're not reporting out the re the right now.",858,880,28,Fear,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,71,Alright. Do you perceive any limitations on the parameters?,880,887,9,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,72,No.,888,888,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,73,All right. Approximately how often do you perform follow up blood smears due to flags and or interferences?,890,898,18,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,74,The percentage.,899,901,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,75,That's a good way.,902,904,4,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,76,"Yeah, I think we're down to right now.",904,907,8,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,77,"Okay. So out of 2,500 that's still Yeah, 125 a week.",908,916,11,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,78,"Yeah, it's still more than I would like, but it's it's improved.",916,923,12,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,79,Okay. Are there sample types or morphologies that are more likely to require a follow up? Let her and if so.,923,932,21,Fear,Positive,sample types
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,80,"Want it's usually the cancer Center blood. I guess that's one part you talked about improvement before. And as we go through the discussion, I think we'll probably come up with some of your self. I guess if you had a blood on Sally Jones that you did last month and that went under different view for for some reason, then you did telly Jones again today and it came up with the exact same results. I would still hit a different view today, but in reality doesn't really need it. So I guess that maybe something in the parameters and the rules that they would need to do a different view, so that could be an improvement.",932,989,118,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,81,Okay. Now disregarding any current limitations on the analyzers and even products that are currently in existence describe for your ideal hematology analyzer.,990,1008,23,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,82,Oh boy.,1008,1009,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,83,Tell me what features you'd like it to have. What would you want it to be able to do?,1010,1015,19,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,84,"Well, I would like actually like a hematology Analyzer that has a story, a true flow cytometry feature that so you would need two separate analyzers. Or maybe it could be on the same line. So it could be to a CBC and then a flow cytometry of the same line. So I mean, I think that would be fantastic because right now we're moving more and more with the amount of oncology and and cancer Center patients. That a good deal of these go from CBC to a live from leukemia plus commentry count. So they need to go to a different instrumentation down to a different Department. But that could be all done at the same time. That'd be a huge improvement.",1018,1087,124,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,85,Okay.,1087,1088,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,86,"I mean, like a life changing type improvement, you know?",1088,1092,10,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,87,Alright. What else?,1093,1095,3,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,88,"What else? So of course I always want to improve on that. That def review rate. So a little bit tighter analytics and review on that because I like to get that down to like to think would be much better half of what it is now. What else? Probably some probably some data metric type tools that is mix doesn't really have meaning that you can easily call up a report. And how many reviews did we do? How many pathologist reviews did we do? How many abnormal white blood comps did we see, like, over a certain number for how many hemoglobins under a certain number? Maybe a tool that works with transfusion medicine. So transition medicine doesn't have to go look up hemoglobin manicure accounts every time they get a in order for a blood to be set up for transfusion. Maybe that could be a little bit more automated sending results across to the blood bankers. Just some thoughts.",1095,1195,163,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,89,Okay.,1195,1196,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,90,Good.,1196,1197,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,91,Anything else? You can have what you want?,1197,1200,8,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,92,Sometimes you don't know what you want until you get it.,1205,1207,11,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,93,"All. You see someone else who has it, right? Yeah. Okay.",1209,1215,11,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,94,"Well, good.",1215,1216,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,95,"Two years ago, when you switch from the Avid Sapphire to the next, describe it the process for me. Who what information. First of all, what motivated the change and who I was involved in making the decision?",1217,1237,38,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,96,"Well, we knew that the Abbot were coming up to end of life and coming off contract. We weren't Super happy with the instruments and the Avid instruments that were we're still there. We're pretty much the exact same ones we are getting rid of. Like, technology hasn't really improved any. On the advent side, we knew of the SIS Mix because one of our other hospitals up the Street here had I had the 6 9,000 line and I was kind of involved with them at the time that they got that. So the hematology supervisor, the last clinical manager, one of the lead text in Hematology, went for some site visits to look at the seismic lines. And they really liked it. And they talked to the the supervisors and the text that we're dealing with that and even our pathologists got involved too. We have a pathologist at the heat, a meta pathologist. So she actually got involved to questioning some of the pathologists that we're reviewing. These these results coming up the instrument. So everything kind of fell into place and is Nix gave us a good proposal. And. And then we pick it up, pick up the the contract and service. And here we are.",1238,1337,210,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,97,Okay. Did you look at other vendors?,1338,1342,7,Happy,Positive,other vendors
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,98,"No. No, we didn't look, we did look at Beckman would be really the only other vendor that we would look at. And our hematology supervisor didn't really like the Beckman instruments. So they decided everybody was on board with SIS Nic, and not everybody would have been on board with Beckman. So we went with the systems. Everybody was comfortable.",1343,1381,61,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,99,Alright. So. And who made the final decision? Was it a committee decision or yours?,1382,1391,15,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,100,Everything gets brought to me and then I make the final signature.,1392,1395,12,Sad,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,101,"Okay. Alright. And why did you set your preferred vendor? Why did you decide on the system you have from them, as opposed to something else from them?",1396,1410,28,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,102,"So what happens with SIS Mix is you give them, like exactly what you've been doing for the past 24 months. How many specimens you run per day, how many project you got to run in the next next four years? So you do kind of like that, that's full Performa. And then they come back with a recommendation from experience with some other hospitals up the road. We actually got the exact same mind they do in there and their volumes are about the same as ours. Okay, so we were comfortable with what they recommended.",1410,1456,97,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,103,All right. Was the presence or absence of any specific assay part of the decision?,1457,1466,15,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,104,"No, no, I was that didn't run into it, that I didn't have something ahead, everything we really needed. So no, there was no barriers there.",1468,1481,26,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,105,"Okay, now, is there anything that would have changed your decision?",1482,1492,11,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,106,"Well, if Yes, if the price was too high per. So the price was too high. I would definitely change that decision if the quality wasn't there. Meaning that when we talk to some other laboratories running the the system is doing problems with performance for the quality or service, that would definitely change our decision. Other customers opinion is important. The the cost is important to quality is important. And I had everything that we were looking for. You were going to.",1494,1544,83,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,107,"Okay, so if you want to add another Analyzer to your lab, would you standardize on Imac, or would you assist actual? Would you be open to another brand?",1544,1555,29,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,108,"You mean in hematology or in hematology? If it was a hematology for CBCS yet, we would definitely go with Cynics. If it was something else, like on your sample types, then we we'd be open to look at other vendors. If we're getting a system that was going to do fluids and amniotic fluid and sperm in bronchi or plural fluids, you know, we would would be open to a different vendor for sure. Okay, what impact the standardization of equipment have on your lab with the standardization of equipment is important because it reduces the amount of network connections in it connections and middleware that we need, which is getting so Cumber from these days. So more vendors, you have more interfaces you have and the connections, what they call in the closet, which goes to the server, get to be a little bit overwhelming as long as you standardize your vendors, that limits that number.",1557,1646,158,Fear,Positive,sample types
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,109,"Alright, any other advantages to standardization?",1647,1652,6,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,110,"Well, usually you get a better price point too.",1652,1655,9,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,111,Okay. Alright. Summarize for me the decision factors in choosing a new hematology analyzer.,1656,1667,14,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,112,"Alright, so quality of results, efficiencies software package rules package connect is connections already the server connection, overall cost of running each CBC, overall cost of of upkeep and maintenance on the analyzers themselves, and then overall cost on maintenance and upkeep of the connections or the server, the amount of time it takes for CBC to run through that instrument, the amount of repeat and probably missing something in there. So efficiencies cost quality. I think I I think I've probably missed something in there, but I probably got most of it.",1672,1750,93,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,113,It's a good list. What was most important?,1750,1753,8,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,114,The quality is always number one.,1756,1759,6,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,115,Alright.,1759,1760,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,116,Okay.,1761,1761,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,117,"I want to show you a long list of considerations that might be important in choosing mythology analyzer. Alright. Yeah, it is a long way to go ahead and read through this.",1762,1778,32,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,118,"Oh, I forgot about the re agents. I should have mentioned that. Okay. That's why you have the list. Right.",1797,1805,20,Angry,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,119,All right. Anything here. That's not clear.,1806,1811,7,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,120,"No, Earth is good.",1827,1829,4,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,121,Alright.,1830,1831,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,122,"Well, I'm not sure why the ability MDW. I guess that okay. Never mind. It's clear.",1831,1838,16,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,123,We'll talk about MD dug a little later.,1839,1841,8,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,124,"Okay. I'm not sure why that's on the list, but.",1841,1844,10,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,125,"All right, now, is there anything here you would remove from the list that it's not a consideration in the choice of a new hematology Analyzer?",1845,1858,26,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,126,I think it's a good list.,1877,1879,6,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,127,"All right. As good as it is, is there anything missing? Anything you would add.",1880,1888,15,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,128,"Maybe ability to use third party controls. I know you have synthetic controls on there, but I'm not sure if that's vendor or third party.",1903,1915,25,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,129,Okay. Anything else you might add?,1915,1919,6,Angry,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,130,No.,1922,1923,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,131,"Alright. On this list, what stands out, what's most important and why.",1924,1931,12,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,132,It'S just so much on here if I had to pick up one piece.,1934,1940,14,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,133,"Well, two or 3.",1941,1943,4,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,134,"Okay. Right. As an accurate reportable result, reduce downtime. And of course, I guess that's kind of a funny way to put it reduced downtime as reduced down time compared to what might want to rephrase rephrase that. But I know what you mean. And you know what I mean?",1943,1996,50,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,135,You want to minimize downtime.,1996,1999,5,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,136,Yeah.,1999,2000,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,137,Right.,2001,2002,1,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,138,"And you could probably put that in kind of, I don't know, pet or something. I know what I put down time in agreement that run like uptime.",2002,2018,28,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,139,Okay.,2019,2020,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,140,"But whatever. That's fine throughput samples. And then, of course, anything that has to do with connectivity.",2021,2029,17,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,141,"Okay. What we're going to do now is I'm going to divide these lists in half. The left side, the right side.",2031,2042,22,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,142,Okay.,2043,2043,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,143,And so Here's the first half of that list you just looked at. And now there's three colored columns over here. And what I want to do is read down through the considerations and put each one in 1 of those columns. Right. And Here's your criteria for doing so. You put it in the green column. If it's a big enough benefit or a big enough consideration that it would drive or help drive a buying decision. So it's something really major that goes into green column.,2043,2083,88,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,UNK,144,Okay.,2083,2084,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,145,"If it simply meets what your minimum expectations are, that is, if you want to provide a hematology Analyzer, it's got to have this. And that goes in the middle column. That's a yellow one. And then if it does make any difference, if it won't affect your buying decision, then it goes in the red column. Okay, so read down through. And if it's not obvious why it's going in one or the other, tell me why, please.",2084,2114,79,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,146,"Okay, so the first tour in green, red cell and white cell visualization is in yellow. Ac report. Green footprint is green ability to analyze body fluids, alternative sample types. For me, it's in red or pink ability. And of course, it's going to be different for everybody. The ability to perform a wide number of tests on body fluids for me. Again, in pink has a low number of humor account detection limits by fluids. Anthem with bikes to putting in pink. So that one. And the red bud cell detection and pink minimizes interference level from samples of green. Reduce faults, abnormality flags. Green toll number of agents. Definitely green connectivity to automation. Green. I'm not putting in ability to transfer sample in any direction based on ability to transfer samples in any direction they spent me you work for. I'm not sure what that means. Are samples. I'm not sure what that one means. What that means?",2114,2199,160,Fear,Positive,sample types
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,147,Move them within your workflow.,2200,2202,5,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,148,"Correct. I guess I'll put it in red. Analyzer provides automate guidance. Street exam. Now, I'll put that in yellow as standard user interface. Yes. Green requires minimal training. Put that in yellow has a clear, intuitive user interface layout. Green.",2205,2230,41,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,149,Okay. And then Here's the remainder of the considerations.,2231,2235,9,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,150,Okay. Reduces daily maintenance time. I'm going to put that in yellow. I'm kind of in between green and yellow. I put in yellow ability analyze mono site distribution with we don't do it now. So red ability analyze other and clinical. I know. You know what other advanced clinical primer is?,2235,2263,52,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,151,Are.,2263,2263,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,152,"You know, I'm put that in yellow because that could be important. Play. Let visualization. I'm going to put that in green because that could be. I got you. Reduces downtime green vendor supply robust plant Carl, green reduce number of urgencies. Green remote support offered by vendor. So they down into your system. Green provides timely on site support. Green vendor supplied education and training with that yellow Analyzer purchase price. Green ability to view images remotely. All definitely green. That's a big one in the view images remotely. Yeah. We had to get licenses for other pathologists to take care of that. So. Yeah. So that's a big one. That means a pathologist can look at things from their from their house or from their car. Not that I would recommend that.",2263,2328,134,Fear,Positive,downtime green vendor supply robust plant Carl
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,153,"Could impact the quality of the exam, couldn't it?",2331,2334,9,Angry,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,154,"Yeah. Brain, I trust the yellow vendor offers a broad portfolio lab equipment beyond human College. We can put that in red ability to connect to other vendors instruments. Well, yellow. I put that ability to use any manufacturers or agents. Red reduce the amount of time it takes to complete this. Green ability to use synthetic controls. Yellow.",2337,2372,59,Fear,Positive,other vendors
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,155,"Okay, good.",2373,2374,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,156,"Think. Actually, you know what? I'm gonna change my mind. The last one. Now that I'm thinking about it, synthetic controls for stability purposes. To get through your QC month, I go with a green.",2374,2387,35,Surprise,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,157,Okay. Good enough. Now I'm going to show you a new product concept.,2388,2395,13,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,158,Okay.,2395,2396,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,159,Let you read. Alright. Good. So Here's the concept description. Then I've got a second slide that lists features and capabilities.,2396,2412,21,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,160,"Okay, guys.",2452,2454,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,161,All right.,2455,2456,2,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,162,Interesting. Okay.,2499,2501,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,163,Okay. So what's your initial reaction to this concept?,2502,2506,9,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,164,"Fantastic. So especially interested in the part that includes an early sepsis detection module. I mean, I like the fact that be interesting to see how the body fluid application works, but everything else looks really good. The the throughput is really good. And the way that it reduces the blood mean reviews I get it makes sense. And I know it gives the ability to view, sell or images in real time. I think that's. I think that's good. I'm just wondering how much education needs to go along with that. And I know I. I think it was on the previous slide. It said something about an algorithm that the computer would help you out with that. Yes. Sophisticated algorithm. So. Yeah. Looks good.",2508,2578,126,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,165,Alright. Anything else you like about it?,2579,2583,7,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,166,"Well, the steps is for sure. That's always a big airfare hospital based laboratory then plays a big role in hospital, hospital and emergency Department patients. Yeah, I like it.",2588,2609,30,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,167,Okay. Anything you dislike about it?,2610,2613,6,Happy,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,168,"Well, I guess my only question is that it doesn't get into detail. Body food application, like on the the substance has, like a detection module. So I'm just wondering if the body fluid application is a separate module. You know, if I had a design instrument, I probably put body fluids in in separate we. I always get nervous about body fluids because he gets sticky synovial fluid and you don't want that to bring your system down. Do the same. If you're doing a CBC, CBC, body fluid CBC. You don't want to impact that CBC after the boy foot. Hey, I'm getting too much into the weeds.",2616,2667,110,Sad,Positive,body fluids
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,169,"The wage is where you work, right?",2669,2672,7,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,170,That's true.,2672,2673,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,171,Right. So anything else that you either don't like or raises a concern?,2674,2681,13,Angry,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,172,Nope. Nope.,2681,2683,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,173,Alright. Is the concept description clear? Does it raise any questions?,2684,2693,11,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,174,No other questions I already raised.,2699,2705,6,Fear,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,175,Okay. Which of these features you mentioned sepsis being one? Which of these features do you really like that really got your interest?,2705,2716,23,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,176,"Well, the reduction of blood Mary views for sure. The ability to view the cellular images remotely in real time for sure. Looks like it does more quality checks internally, meaning that it's doing more than the normal plant morphology checks. It's doing thinking here. It says as fewer interfering results, just looking at it's, looking at red flat morphologies differently than other systems do. Doing more play counts is looking for retake assessment by fluid. So I'm not sure about that. Then you're starting to incorporate a into hematology testing, which people ask me that about artificial intelligence and laboratory. I'm like. Well, I'm not sure we're really doing that much in AI, but here you go.",2719,2801,118,Fear,Positive,other systems
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,177,"Okay, anything else?",2804,2807,3,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,178,"Well, I mean, the throughput is great. Okay.",2811,2815,8,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,179,"On a scale of one to 5 where one is, you're not at all interested in five.",2817,2822,17,Happy,Negative,none
